MONTH,FIPS,SALES_SUM_MONTH,IS_HOLIDAY_MAX_MONTH,WEB_MIN_MONTH,WEB_MEAN_MONTH,WEB_MAX_MONTH,EMAIL_MIN_MONTH,EMAIL_MEAN_MONTH,EMAIL_MAX_MONTH,TV_MIN_MONTH,TV_MEAN_MONTH,TV_MAX_MONTH,RADIO_MIN_MONTH,RADIO_MEAN_MONTH,RADIO_MAX_MONTH,PRINT_MIN_MONTH,PRINT_MEAN_MONTH,PRINT_MAX_MONTH,MSRP_MEAN_MONTH,AVG_PRICE_MEAN_MONTH,INVENTORY_SUM_MONTH,INVENTORY_MIN_MONTH,INVENTORY_MEAN_MONTH,INVENTORY_MAX_MONTH,OUT_OF_STOCK_MAX_MONTH,BASKETBALL_MIN_MONTH,BASKETBALL_MEAN_MONTH,BASKETBALL_MAX_MONTH,FOOTBALL_MIN_MONTH,FOOTBALL_MEAN_MONTH,FOOTBALL_MAX_MONTH,BASEBALL_MIN_MONTH,BASEBALL_MEAN_MONTH,BASEBALL_MAX_MONTH,HOCKEY_MIN_MONTH,HOCKEY_MEAN_MONTH,HOCKEY_MAX_MONTH
2020-07-01,12099,7140,1,0,12.75,24,7,22.25,38,0,4.5,18,0,9.25,37,0,10.75,43,120,120.0,11776,2036,2944.0,3987,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,12099,7092,0,3,20.5,38,23,33.0,49,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,13246,1614,3311.5,4856,1,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,12099,10135,0,-19,1.4,16,-1,8.8,23,-24,-22.0,-16,-6,5.0,15,-19,5.2,19,120,108.0,16535,1844,3307.0,4642,1,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,12099,7082,1,3,27.0,47,13,24.75,36,0,11.0,25,0,16.0,45,0,16.25,36,120,120.0,14215,2643,3553.75,4437,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,12099,6955,0,12,36.0,46,6,15.0,23,0,0.0,0,0,0.0,0,0,0.0,0,120,118.5,12507,2245,3126.75,3981,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,12099,10469,1,-19,11.8,25,1,11.0,23,-13,-6.2,-1,3,12.8,20,-23,1.6,23,120,104.91428571428571,16633,1814,3326.6,4891,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,12103,412,1,-23,-23.0,-23,9,9.0,9,-6,-6.0,-6,-24,-24.0,-24,-2,-2.0,-2,105,90.0,838,838,838.0,838,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,12103,1981,0,18,25.5,35,2,23.5,46,0,11.25,45,0,10.75,43,0,11.0,44,110,110.0,5868,1079,1467.0,1838,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,12103,2087,0,21,33.0,39,30,39.0,48,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,5194,828,1298.5,1784,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,12103,2171,0,0,17.25,26,1,15.25,35,0,21.75,48,0,21.25,35,0,26.25,40,110,108.625,4204,690,1051.0,1402,0,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,12103,2745,0,4,21.8,44,11,21.6,29,0,8.6,43,0,9.8,49,0,1.4,7,110,110.0,6078,635,1215.6,1706,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,12103,2147,1,7,32.75,43,11,26.5,40,0,2.5,10,0,2.0,8,0,3.5,14,110,108.625,4591,773,1147.75,1483,0,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,12103,2240,0,14,20.25,29,3,27.25,44,0,8.5,34,0,9.5,38,0,4.0,16,110,110.0,5914,1120,1478.5,1823,0,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,12103,2710,1,9,20.4,46,13,26.6,37,0,12.8,35,0,6.2,29,0,5.2,21,110,108.9,5844,774,1168.8,1616,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
2018-09-01,12103,2487,0,-14,7.75,24,-23,0.25,22,-13,-1.5,5,-14,7.0,18,-4,9.25,17,110,99.0,5666,1086,1416.5,1728,0,9,9.5,10,25,44.5,80,36,39.75,41,12,12.75,14
2018-10-01,12103,2716,1,12,24.6,46,26,31.2,43,0,2.0,10,0,4.6,23,0,4.6,23,110,108.9,6319,744,1263.8,1869,0,9,10.0,11,81,86.6,100,32,35.8,45,15,19.0,24
2018-11-01,12103,2106,0,6,12.0,20,28,32.75,44,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,6022,1129,1505.5,1873,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,12103,2529,2,-23,-1.75,25,-18,-0.25,21,-22,1.75,21,-16,3.25,25,-5,3.5,15,110,95.46428571428571,3923,638,980.75,1360,1,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,12103,3472,1,-20,-1.6,21,-14,-5.2,12,-24,-2.2,11,-21,-7.4,9,-22,-3.2,12,110,97.42857142857143,6790,782,1358.0,1825,0,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,12103,1992,0,5,18.5,46,16,24.0,43,0,0.25,1,0,11.25,45,0,0.5,2,115,115.0,4260,671,1065.0,1449,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,12103,2131,0,4,22.0,40,19,35.25,48,0,20.75,45,0,15.25,36,0,9.25,20,115,115.0,6092,1148,1523.0,1881,0,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,12103,2704,0,1,22.2,32,1,18.2,42,0,7.4,37,0,0.6,3,0,3.2,16,115,115.0,6263,811,1252.6,1725,0,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,12103,2221,0,9,27.25,45,5,30.0,46,0,8.0,32,0,6.0,24,0,2.0,8,115,115.0,4315,643,1078.75,1526,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,12103,2196,1,5,18.25,40,0,20.0,31,0,21.5,49,0,17.5,43,0,18.5,49,115,113.5625,5572,954,1393.0,1876,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,12103,2750,1,8,34.2,47,10,32.6,47,0,18.2,44,0,9.2,34,0,14.0,36,115,115.0,6032,729,1206.4,1674,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,12103,2236,0,0,15.25,36,21,31.75,41,0,7.0,28,0,8.75,35,0,11.75,47,115,113.5625,4859,713,1214.75,1804,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,12103,2544,0,-24,-2.75,17,-2,6.0,13,-16,3.5,17,-17,2.75,24,-24,-6.25,16,115,103.5,4125,704,1031.25,1351,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,12103,2741,1,9,35.4,46,6,24.0,41,0,0.0,0,0,0.0,0,0,0.0,0,115,113.85,6931,919,1386.2,1816,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,12103,2135,0,8,24.0,38,5,13.75,28,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,4432,723,1108.0,1478,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,12103,2664,1,-19,-4.25,10,-11,-0.75,9,-22,-0.25,17,-21,-9.25,1,-14,-9.25,0,115,103.5,4742,856,1185.5,1527,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,12103,3510,1,-22,-1.4,23,-25,-6.2,15,-17,8.2,23,-15,2.4,17,-20,-7.4,13,115,101.2,6891,995,1378.2,1798,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,12103,2051,0,0,14.0,26,19,30.75,38,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,4727,669,1181.75,1707,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
2020-03-01,12103,2147,0,17,28.5,42,0,13.25,23,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,5272,844,1318.0,1899,0,81,86.25,92,16,21.25,31,59,82.0,98,79,91.0,99
2020-04-01,12103,2771,0,4,30.4,47,4,20.8,40,0,0.0,0,0,0.0,0,0,0.0,0,120,118.8,6080,643,1216.0,1714,0,17,45.8,100,11,12.8,15,35,58.2,100,23,48.8,100
2020-05-01,12103,2271,0,28,39.5,48,13,30.0,42,0,8.75,35,0,0.5,2,0,2.5,10,120,118.5,4560,771,1140.0,1495,0,16,16.25,17,13,14.5,17,36,36.5,37,23,24.25,26
2020-06-01,12103,2781,1,13,31.6,48,2,16.8,35,0,16.0,49,0,11.8,46,0,5.0,13,120,120.0,6566,741,1313.2,1795,0,12,13.8,15,13,13.6,14,41,41.6,43,21,23.2,25
2020-07-01,12103,2208,1,5,16.25,27,10,28.25,45,0,2.25,9,0,11.0,44,0,2.5,10,120,117.0,5028,867,1257.0,1597,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,12103,2291,0,1,15.0,24,14,33.0,47,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,5129,666,1282.25,1820,0,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,12103,3182,0,-22,-2.4,21,-24,-1.0,13,-3,4.2,13,-3,7.0,21,-12,6.0,22,120,108.0,5080,740,1016.0,1408,0,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,12103,2233,1,3,26.0,47,4,26.0,42,0,12.25,27,0,11.0,38,0,13.0,30,120,117.0,5427,989,1356.75,1717,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,12103,2197,0,3,30.75,47,42,45.5,49,0,14.75,46,0,17.75,42,0,13.75,32,120,120.0,5550,781,1387.5,1891,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,12103,3253,1,-11,0.2,12,-20,-7.8,5,-25,2.4,18,-14,-0.8,15,6,11.4,20,120,104.91428571428571,5371,758,1074.2,1467,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,13067,241,1,-21,-21.0,-21,-24,-24.0,-24,17,17.0,17,1,1.0,1,11,11.0,11,105,90.0,659,659,659.0,659,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,13067,1193,0,11,28.25,44,18,29.75,38,0,3.0,12,0,2.75,11,0,2.75,11,110,110.0,4144,658,1036.0,1270,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,13067,1249,0,18,25.25,31,30,33.0,38,0,7.0,28,0,6.5,26,0,9.0,36,110,110.0,3738,636,934.5,1224,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,13067,1297,0,5,20.0,39,2,27.75,48,0,2.0,8,0,6.25,25,0,1.25,5,110,110.0,3133,531,783.25,1165,0,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,13067,1646,0,19,40.0,49,0,13.2,41,0,7.2,36,0,8.4,42,0,3.4,17,110,110.0,4894,695,978.8,1333,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,13067,1309,1,11,26.0,38,1,19.25,40,0,22.75,46,0,10.75,26,0,3.75,14,110,110.0,3963,584,990.75,1263,0,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,13067,1330,0,10,30.75,44,0,17.25,31,0,9.25,37,0,0.75,3,0,1.5,6,110,108.625,3241,518,810.25,1091,0,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,13067,1616,1,3,24.2,38,0,14.6,46,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,4473,469,894.6,1288,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
2018-09-01,13067,1520,0,-25,-12.5,-3,-21,-3.75,23,-7,10.75,22,-16,2.75,20,-8,16.0,25,110,99.0,3688,588,922.0,1266,0,9,9.5,10,25,44.5,80,36,39.75,41,12,12.75,14
2018-10-01,13067,1632,1,9,25.6,36,3,13.6,22,0,11.6,29,0,9.8,34,0,4.2,12,110,110.0,4167,543,833.4,1187,0,9,10.0,11,81,86.6,100,32,35.8,45,15,19.0,24
2018-11-01,13067,1254,0,10,24.0,42,21,29.5,38,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,3561,503,890.25,1134,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,13067,1550,2,-21,4.25,17,-21,4.75,18,-22,-5.5,19,-15,-1.5,25,-15,0.25,25,110,95.46428571428571,3114,470,778.5,1172,0,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,13067,2060,1,-13,-2.2,11,-10,8.6,19,1,14.4,23,-22,-5.4,12,-2,11.6,20,110,97.42857142857143,5625,869,1125.0,1359,1,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,13067,1205,0,12,25.0,43,5,24.0,40,0,11.75,38,0,15.75,29,0,8.5,17,115,113.5625,3360,527,840.0,1145,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,13067,1276,0,11,26.25,42,17,25.5,34,0,15.5,44,0,14.5,39,0,16.5,33,115,115.0,2939,492,734.75,1117,0,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,13067,1617,0,24,33.6,47,1,21.2,45,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,4881,705,976.2,1335,0,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,13067,1330,0,3,17.25,47,8,31.0,49,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,4032,609,1008.0,1277,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,13067,1324,1,17,26.75,34,3,17.5,24,0,22.5,43,0,3.5,10,0,17.0,49,115,115.0,3270,517,817.5,1096,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,13067,1638,1,21,29.2,38,14,22.6,35,0,3.8,19,0,1.2,6,0,3.8,19,115,113.85,4449,456,889.8,1281,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,13067,1336,0,12,18.75,26,10,28.25,46,0,7.75,31,0,8.5,34,0,8.75,35,115,115.0,3348,575,837.0,1226,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,13067,1541,0,-11,12.75,22,-19,-3.25,10,-24,1.0,22,-11,-1.5,22,-4,6.0,14,115,103.5,3959,720,989.75,1255,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,13067,1643,1,5,27.8,48,10,17.4,27,0,5.8,29,0,7.2,36,0,1.8,9,115,113.85,4041,470,808.2,1140,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,13067,1286,0,4,27.5,44,10,16.75,25,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,3802,704,950.5,1338,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,13067,1605,1,-15,-1.75,15,-7,6.75,17,-16,4.25,22,-5,8.75,18,-14,-1.25,20,115,103.5,4287,820,1071.75,1325,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,13067,2134,1,-23,-5.6,10,-16,3.8,24,-17,1.6,24,-6,7.6,24,-11,5.0,19,115,101.2,5101,655,1020.2,1371,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,13067,1227,0,13,31.0,49,2,12.0,32,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,4153,651,1038.25,1276,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
2020-03-01,13067,1292,0,18,30.75,46,3,13.0,38,0,0.5,2,0,6.0,24,0,0.75,3,120,120.0,3698,620,924.5,1223,0,81,86.25,92,16,21.25,31,59,82.0,98,79,91.0,99
2020-04-01,13067,1655,0,5,19.6,44,1,25.6,39,0,5.6,16,0,10.0,26,0,17.2,44,120,120.0,4136,492,827.2,1150,0,17,45.8,100,11,12.8,15,35,58.2,100,23,48.8,100
2020-05-01,13067,1357,0,8,27.5,40,1,18.75,35,0,1.25,5,0,7.75,31,0,4.5,18,120,115.5,3781,675,945.25,1341,0,16,16.25,17,13,14.5,17,36,36.5,37,23,24.25,26
2020-06-01,13067,1663,1,8,16.0,40,3,25.0,40,0,16.8,46,0,15.8,48,0,17.8,49,120,120.0,4769,562,953.8,1253,0,12,13.8,15,13,13.6,14,41,41.6,43,21,23.2,25
2020-07-01,13067,1335,1,12,22.0,35,0,21.75,32,0,24.5,37,0,13.75,34,0,12.75,25,120,120.0,2822,459,705.5,1092,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,13067,1362,0,6,16.25,36,20,27.5,39,0,13.5,32,0,10.5,29,0,14.0,30,120,117.0,3973,693,993.25,1285,0,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,13067,1911,0,-8,6.0,19,-10,-3.2,18,4,18.6,25,-21,6.8,20,-14,0.4,21,120,108.0,4563,571,912.6,1266,0,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,13067,1334,1,8,32.0,46,13,36.0,45,0,0.0,0,0,0.0,0,0,0.0,0,120,118.5,3092,501,773.0,1175,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,13067,1294,0,3,24.25,34,15,28.25,43,0,0.0,0,0,0.0,0,0,0.0,0,120,115.5,3407,452,851.75,1106,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,13067,1962,1,-11,-3.0,12,-10,4.2,18,2,11.8,19,-25,5.2,24,-16,2.2,10,120,104.91428571428571,4844,641,968.8,1297,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,13089,415,1,-21,-21.0,-21,15,15.0,15,17,17.0,17,-8,-8.0,-8,23,23.0,23,105,90.0,835,835,835.0,835,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,13089,1976,0,6,28.75,45,25,30.25,41,0,11.0,24,0,10.0,37,0,11.5,31,110,110.0,5861,1079,1465.25,1839,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,13089,2084,0,7,28.75,45,0,16.5,24,0,10.5,42,0,10.5,42,0,10.75,43,110,107.25,5230,836,1307.5,1789,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,13089,2154,0,3,22.5,37,10,14.25,24,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,4245,695,1061.25,1415,0,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,13089,2749,0,1,17.2,32,3,15.0,33,0,0.0,0,0,0.0,0,0,0.0,0,110,108.9,6160,653,1232.0,1718,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,13089,2167,1,15,29.5,47,6,23.25,49,0,11.25,38,0,18.5,49,0,6.25,16,110,108.625,4609,776,1152.25,1490,0,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,13089,2218,0,11,17.5,29,2,27.75,49,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,5974,1134,1493.5,1840,0,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,13089,2703,1,24,34.6,46,5,20.0,35,0,5.2,26,0,8.2,41,0,5.2,26,110,108.9,6006,802,1201.2,1656,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
2018-09-01,13089,2480,0,3,14.0,24,-8,7.5,25,-17,3.0,20,0,5.5,10,-13,1.75,21,110,99.0,5802,1123,1450.5,1767,0,9,9.5,10,25,44.5,80,36,39.75,41,12,12.75,14
2018-10-01,13089,2709,1,2,26.8,48,1,29.6,47,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,5262,650,1052.4,1501,0,9,10.0,11,81,86.6,100,32,35.8,45,15,19.0,24
2018-11-01,13089,2106,0,27,36.5,44,20,30.25,45,0,9.25,37,0,6.75,27,0,10.0,40,110,110.0,4891,638,1222.75,1698,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,13089,2574,2,-9,-0.5,14,-12,5.75,20,-9,7.5,22,-4,8.75,19,-22,-2.5,14,110,95.46428571428571,3955,636,988.75,1356,1,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,13089,3435,1,-20,4.0,25,-16,0.6,20,-24,-4.0,18,1,14.2,25,-19,-10.0,6,110,97.42857142857143,6849,807,1369.8,1816,0,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,13089,2011,0,7,29.5,49,5,29.5,48,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,4317,687,1079.25,1453,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,13089,2113,0,0,13.0,44,0,25.0,39,0,9.75,39,0,6.25,25,0,9.5,38,115,115.0,4930,645,1232.5,1710,0,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,13089,2706,0,9,18.2,35,13,21.8,30,0,0.4,2,0,5.0,25,0,3.4,17,115,113.85,6391,835,1278.2,1753,0,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,13089,2218,0,16,33.5,48,24,31.25,41,0,0.0,0,0,0.0,0,0,0.0,0,115,113.5625,4412,661,1103.0,1559,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,13089,2189,1,22,34.0,45,20,28.5,37,0,8.25,20,0,14.25,31,0,20.0,41,115,115.0,4472,643,1118.0,1703,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,13089,2746,1,5,29.0,47,6,26.6,41,0,6.8,34,0,1.0,5,0,9.6,48,115,115.0,6265,777,1253.0,1719,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,13089,2238,0,2,11.75,23,3,8.75,16,0,1.0,2,0,9.75,26,0,13.25,46,115,113.5625,5025,756,1256.25,1844,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,13089,2553,0,-6,7.5,24,-21,7.25,21,-20,-2.0,8,-15,4.75,20,-16,-6.0,8,115,103.5,4293,752,1073.25,1403,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,13089,2787,1,9,20.6,39,8,30.6,49,0,9.6,48,0,9.2,46,0,9.0,45,115,115.0,6983,932,1396.6,1804,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,13089,2130,0,6,28.25,43,12,24.75,30,0,0.0,0,0,0.0,0,0,0.0,0,115,113.5625,4383,714,1095.75,1464,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,13089,2677,1,-24,0.0,22,-13,4.25,22,-21,-10.75,-1,1,5.5,14,-22,1.0,25,115,103.5,4701,836,1175.25,1526,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,13089,3548,1,-23,2.6,19,-20,-4.2,12,-16,-1.2,13,-25,5.0,22,-17,-2.4,10,115,101.2,6650,942,1330.0,1761,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,13089,2042,0,10,23.5,48,10,21.5,36,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,5805,870,1451.25,1896,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
2020-03-01,13089,2166,0,8,27.0,40,13,30.25,45,0,17.0,40,0,17.5,48,0,21.75,47,120,120.0,5046,776,1261.5,1845,0,81,86.25,92,16,21.25,31,59,82.0,98,79,91.0,99
2020-04-01,13089,2779,0,16,26.4,42,9,22.0,42,0,15.4,46,0,16.8,42,0,23.4,48,120,120.0,7030,926,1406.0,1852,0,17,45.8,100,11,12.8,15,35,58.2,100,23,48.8,100
2020-05-01,13089,2272,0,16,34.0,44,21,27.75,36,0,7.25,29,0,3.5,14,0,8.25,33,120,118.5,4235,686,1058.75,1414,0,16,16.25,17,13,14.5,17,36,36.5,37,23,24.25,26
2020-06-01,13089,2765,1,13,30.0,49,0,6.8,11,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,6220,678,1244.0,1724,0,12,13.8,15,13,13.6,14,41,41.6,43,21,23.2,25
2020-07-01,13089,2200,1,16,28.75,40,4,28.25,48,0,0.0,0,0,0.0,0,0,0.0,0,120,118.5,4797,812,1199.25,1543,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,13089,2308,0,19,32.75,42,0,15.25,45,0,24.75,39,0,16.0,45,0,19.5,38,120,120.0,6162,1178,1540.5,1895,0,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,13089,3205,0,-12,7.0,25,-23,5.8,21,-22,2.2,20,8,12.2,20,-24,-4.0,7,120,108.0,4699,666,939.8,1331,0,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,13089,2208,1,1,19.5,36,2,12.75,32,0,15.75,49,0,16.75,37,0,15.25,35,120,120.0,5090,896,1272.5,1634,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,13089,2163,0,7,31.5,49,12,23.0,44,0,3.5,14,0,3.25,13,0,8.75,35,120,118.5,5367,741,1341.75,1829,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,13089,3218,1,-20,-0.8,21,-17,5.4,21,-25,-4.4,16,-21,-1.2,12,-20,-4.6,13,120,104.91428571428571,5379,775,1075.8,1462,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,13121,245,1,-3,-3.0,-3,-25,-25.0,-25,-1,-1.0,-1,1,1.0,1,-19,-19.0,-19,105,90.0,655,655,655.0,655,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,13121,1179,0,11,23.0,43,0,10.5,24,0,6.25,25,0,5.75,23,0,0.5,2,110,110.0,4156,664,1039.0,1280,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,13121,1264,0,3,18.5,28,18,30.75,44,0,1.5,6,0,8.25,33,0,6.25,25,110,110.0,3730,632,932.5,1221,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,13121,1301,0,15,24.75,49,5,25.0,47,0,10.5,42,0,12.25,49,0,4.0,16,110,108.625,3106,522,776.5,1158,0,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,13121,1655,0,20,35.8,44,3,30.0,42,0,1.8,9,0,6.0,30,0,8.0,40,110,110.0,4845,677,969.0,1323,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,13121,1300,1,0,14.25,45,23,34.75,47,0,5.75,23,0,7.5,30,0,3.5,14,110,108.625,3882,566,970.5,1234,0,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,13121,1348,0,2,20.5,39,10,17.75,29,0,10.25,29,0,11.75,38,0,4.25,12,110,108.625,3166,503,791.5,1072,0,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,13121,1621,1,16,28.4,48,10,23.6,44,0,0.6,3,0,9.4,47,0,9.0,45,110,108.9,5240,680,1048.0,1352,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
